distance,val_loss,val_accuracy,test_loss,test_accuracy14,15.110102653503418,0.0625312477350235,15.109745979309082,0.06252499669790268
2,15.110711097717285,0.0625,15.110712051391602,0.0625
44,12.729098320007324,0.09460625052452087,12.729732513427734,0.09498625248670578
62,15.110684394836426,0.0625,15.110675811767578,0.0625
20,15.06294059753418,0.06354375183582306,15.06696891784668,0.0634162500500679
32,15.92306137084961,0.00323750008828938,15.924261093139648,0.003088749945163727
50,0.2376546859741211,0.9164937734603882,0.23873387277126312,0.9157687425613403
8,15.50377368927002,0.023243749514222145,15.503807067871094,0.023196250200271606
26,15.083316802978516,0.0619875006377697,15.082236289978027,0.061957500874996185
38,12.4553804397583,0.14433124661445618,12.451593399047852,0.14310875535011292
56,15.831087112426758,0.010625000111758709,15.833065032958984,0.010362500324845314
total time seconds: 3882.601728439331
