NAME,SOURCE_DISTANCE,TARGET_DISTANCE,LEARNING_RATE,ALPHA,BATCH,EPOCHS,PATIENCE,SOURCE_TEST_LABEL_LOSS,SOURCE_TEST_LABEL_ACC,SOURCE_TEST_DOMAIN_LOSS,TARGET_TEST_LABEL_LOSS,TARGET_TEST_LABEL_ACC,TARGET_TEST_DOMAIN_LOSS,TOTAL_TIME_SECS
name:cnnOnly-Dummy-nllLoss_tipoff:yes_seed:6031_srcDistance:[14]_targetDistance:[14]_learningRate:0.0001_batchSize:512_epochs:5_patience:10_examplesPerDevice:200000_windowStride:25_windowLength:256_runs:[1,2]_serials:ALL,[14],[14],0.0001,0,512,5,10,1.534119379051783,0.4150583333333333,15.0,1.5341094320577713,0.4150583333333333,15.0,657.0572710037231
