NAME,SOURCE_DISTANCE,TARGET_DISTANCE,LEARNING_RATE,ALPHA,BATCH,EPOCHS,PATIENCE,SOURCE_TEST_LABEL_LOSS,SOURCE_TEST_LABEL_ACC,SOURCE_TEST_DOMAIN_LOSS,TARGET_TEST_LABEL_LOSS,TARGET_TEST_LABEL_ACC,TARGET_TEST_DOMAIN_LOSS,TOTAL_TIME_SECS
dann.cida_src.distance-2.8.14.20.26_targetDistance-32_alpha-0.001_learningRate-0.0001_batch-128_epochs-300_numAdditionalExtractorLayers-2,2.8.14.20.26,32,0.0001,0.001,128,300,10,2.5028604878470926,0.0371125,14.02085,4.5514079183818685,0.0,32.0,3527.0127387046814
