epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.06216781213879585,2.785224676132202,0.0625,2.7725918292999268
1,0.06240593641996384,2.772580623626709,0.0625,2.772589683532715
2,0.06230062618851662,2.772566318511963,0.0625,2.7725892066955566
3,0.06238218769431114,2.772564649581909,0.0625,2.7725889682769775
4,0.0622824989259243,2.7725718021392822,0.0625,2.772592067718506
5,0.06209718808531761,2.7725632190704346,0.0625,2.772590398788452
6,0.06238718703389168,2.7725658416748047,0.0625,2.7725913524627686
7,0.062143437564373016,2.772555112838745,0.0625,2.7725911140441895
8,0.062392499297857285,2.77256441116333,0.0625,2.772589921951294
9,0.0623212493956089,2.772552251815796,0.0625,2.772592306137085
