NAME,SOURCE_DISTANCE,TARGET_DISTANCE,LEARNING_RATE,ALPHA,BATCH,EPOCHS,PATIENCE,SOURCE_TEST_LABEL_LOSS,SOURCE_TEST_LABEL_ACC,SOURCE_TEST_DOMAIN_LOSS,TARGET_TEST_LABEL_LOSS,TARGET_TEST_LABEL_ACC,TARGET_TEST_DOMAIN_LOSS,TOTAL_TIME_SECS
dann.cida_src.distance-2.8.14.20.26_targetDistance-32_alpha-0_learningRate-0.0001_batch-128_epochs-50_numAdditionalExtractorLayers-2,2.8.14.20.26,32,0.0001,0,128,50,10,2.50286048785136,0.0371125,14.02085,4.551407918349701,0.0,32.0,3513.701546192169
