NAME,SOURCE_DISTANCE,TARGET_DISTANCE,LEARNING_RATE,ALPHA,BATCH,EPOCHS,PATIENCE,SOURCE_TEST_LABEL_LOSS,SOURCE_TEST_LABEL_ACC,SOURCE_TEST_DOMAIN_LOSS,TARGET_TEST_LABEL_LOSS,TARGET_TEST_LABEL_ACC,TARGET_TEST_DOMAIN_LOSS,TOTAL_TIME_SECS
name:cnnOnly-Dummy-nllLoss_tipoff:yes_seed:8646_srcDistance:[14]_targetDistance:[14]_learningRate:0.0001_batchSize:256_epochs:5_patience:10_examplesPerDevice:200000_windowStride:10_windowLength:256_runs:[1,2]_serials:ALL,[14],[14],0.0001,0,256,5,10,1.6895930233021605,0.38581041666666666,15.0,1.6895930233021659,0.38581041666666666,15.0,1027.5977721214294
