NAME,SOURCE_DISTANCE,TARGET_DISTANCE,LEARNING_RATE,ALPHA,BATCH,EPOCHS,PATIENCE,SOURCE_TEST_LABEL_LOSS,SOURCE_TEST_LABEL_ACC,SOURCE_TEST_DOMAIN_LOSS,TARGET_TEST_LABEL_LOSS,TARGET_TEST_LABEL_ACC,TARGET_TEST_DOMAIN_LOSS,TOTAL_TIME_SECS
name:cnnOnly-Dummy-CrossEntropyLoss_tipoff:yes_seed:8646_srcDistance:[14]_targetDistance:[14]_learningRate:0.0001_batchSize:256_epochs:5_patience:10_examplesPerDevice:200000_windowStride:1_windowLength:256_runs:[1,2]_serials:ALL,[14],[14],0.0001,0,256,5,10,1.5244579448207862,0.4138895833333333,15.0,1.5244579448207893,0.4138895833333333,15.0,837.6766843795776
