NAME,SOURCE_DISTANCE,TARGET_DISTANCE,LEARNING_RATE,ALPHA,BATCH,EPOCHS,PATIENCE,SOURCE_TEST_LABEL_LOSS,SOURCE_TEST_LABEL_ACC,SOURCE_TEST_DOMAIN_LOSS,TARGET_TEST_LABEL_LOSS,TARGET_TEST_LABEL_ACC,TARGET_TEST_DOMAIN_LOSS,TOTAL_TIME_SECS
dann.cida_src.distance-2.8.14.20.26_targetDistance-32_alpha-0.001_learningRate-0.0001_batch-128_epochs-300_numAdditionalExtractorLayers-3,2.8.14.20.26,32,0.0001,0.001,128,300,10,2.2681760640334394,0.01340625,7.57305,2.772599104933255,0.0,2.0,29746.792380332947
