epoch,source_val_label_loss,source_val_domain_loss,target_val_label_loss,target_val_domain_loss,source_train_label_loss,source_train_domain_loss,source_val_label_accuracy,target_val_label_accuracy
0,2.7155150089013684,15.0,2.7155150089013635,15.0,2.7713332194341693,15.001714481655046,0.13935,0.13935
1,1.9148206669656107,15.0,1.9148206669656094,15.0,2.0821059340141983,15.001714481655046,0.31207083333333335,0.31207083333333335
2,1.8339689851143566,15.0,1.8339689851143572,15.0,1.8826706680786436,15.001714481655046,0.33790625,0.33790625
3,1.7173498873323887,15.0,1.7173498873323847,15.0,1.7862555802635447,15.001714481655046,0.3653854166666667,0.3653854166666667
4,1.6175895252351593,15.0,1.6175895252351562,15.0,1.6676343438888839,15.001714481655046,0.3752625,0.3752625
