epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.0623406246304512,2.7781643867492676,0.0625,2.772597551345825
1,0.06238781288266182,2.7728378772735596,0.0625,2.7726008892059326
2,0.06240781396627426,2.772817850112915,0.0625,2.7726047039031982
3,0.06244343891739845,2.772831916809082,0.0625,2.7725961208343506
4,0.06221187487244606,2.7728421688079834,0.0625,2.772599697113037
5,0.06246062368154526,2.7728800773620605,0.0625,2.772606134414673
6,0.06241999939084053,2.772913694381714,0.0625,2.772601842880249
7,0.06239156424999237,2.7728428840637207,0.0625,2.7725980281829834
8,0.06228187680244446,2.772850513458252,0.0625,2.7725942134857178
9,0.06236937642097473,2.772867202758789,0.0625,2.772599220275879
10,0.06236593797802925,2.7728803157806396,0.0625,2.7726011276245117
11,0.06212624907493591,2.7728500366210938,0.0625,2.772594928741455
12,0.062226250767707825,2.7728865146636963,0.0625,2.7725982666015625
13,0.06239062547683716,2.772826671600342,0.0625,2.772592782974243
14,0.06242062523961067,2.7728660106658936,0.0625,2.7726001739501953
15,0.06228812411427498,2.7728357315063477,0.0625,2.772599935531616
16,0.06236156076192856,2.7728352546691895,0.0625,2.7726001739501953
17,0.06232624873518944,2.772874355316162,0.0625,2.7725942134857178
18,0.06237531080842018,2.7728471755981445,0.0625,2.7725989818573
19,0.06254594027996063,2.772858142852783,0.0625,2.772590160369873
20,0.062437813729047775,2.7728521823883057,0.0625,2.7725987434387207
21,0.06248656287789345,2.772895097732544,0.0625,2.7726008892059326
22,0.06238593906164169,2.7728781700134277,0.0625,2.7725987434387207
23,0.06243187561631203,2.7728238105773926,0.0625,2.7725954055786133
24,0.062488749623298645,2.772822856903076,0.0625,2.7725932598114014
25,0.06255843490362167,2.7728681564331055,0.0625,2.772601842880249
26,0.06242968887090683,2.7728261947631836,0.0625,2.772594451904297
27,0.06221093609929085,2.772845506668091,0.0625,2.7725977897644043
28,0.062434688210487366,2.7728147506713867,0.0625,2.7725892066955566
29,0.06231750175356865,2.77288818359375,0.0625,2.7725987434387207
30,0.062299374490976334,2.772847890853882,0.0625,2.7726030349731445
31,0.062354061752557755,2.772840976715088,0.0625,2.772599697113037
32,0.062325313687324524,2.77286434173584,0.0625,2.772596836090088
33,0.06240281090140343,2.7728724479675293,0.0625,2.772601842880249
34,0.06241968646645546,2.7728641033172607,0.0625,2.7726025581359863
35,0.062344688922166824,2.772832155227661,0.0625,2.7725942134857178
36,0.062440939247608185,2.7728700637817383,0.0625,2.7726032733917236
37,0.06235156208276749,2.772831916809082,0.0625,2.7725977897644043
38,0.06243187561631203,2.7728793621063232,0.0625,2.7726006507873535
