epoch,source_val_label_loss,source_val_domain_loss,target_val_label_loss,target_val_domain_loss,source_train_label_loss,source_train_domain_loss,source_val_label_accuracy,target_val_label_accuracy
0,2.50286048785136,14.02085,4.551407918349701,32.0,2.56247025868838,14.037086483459339,0.0371125,0.0
1,1.7400846124403855,14.02085,49.91435241729592,32.0,1.9265842353662475,14.037086483459339,0.056675,0.0
2,1.7593913924651547,14.02085,39.32604182321564,32.0,1.7009743836225424,14.037086483459339,0.04565,0.0
3,1.6675084430699691,14.02085,63.802548497801865,32.0,1.6617972122278586,14.037086483459339,0.0268625,0.0
4,1.5953609840844774,14.02085,151.56824700314905,32.0,1.6375136567020776,14.037086483459339,0.050725,0.0
5,1.5668566622656142,14.02085,268.6711335932582,32.0,1.6182812413309848,14.037086483459339,0.02866875,0.0
6,1.601054861716093,14.02085,374.53497986103355,32.0,1.6031236869426924,14.037086483459339,0.04505,0.0
7,1.5497021897558823,14.02085,477.700691482481,32.0,1.5884514710997866,14.037086483459339,0.0545625,0.0
8,1.5413537785290654,14.02085,558.7760471196436,32.0,1.5750762469731512,14.037086483459339,0.0423875,0.0
9,1.3994832222845122,14.02085,623.2846599367963,32.0,1.539116125667545,14.037086483459339,0.03380625,0.0
10,1.4143363128664124,14.02085,765.4659815368865,32.0,1.3375614191303944,14.037086483459339,0.04225,0.0
11,1.2657692205940438,14.02085,884.0223169405425,32.0,1.301300960442037,14.037086483459339,0.02740625,0.0
