NAME,SOURCE_DISTANCE,TARGET_DISTANCE,LEARNING_RATE,ALPHA,BATCH,EPOCHS,PATIENCE,SOURCE_TEST_LABEL_LOSS,SOURCE_TEST_LABEL_ACC,SOURCE_TEST_DOMAIN_LOSS,TARGET_TEST_LABEL_LOSS,TARGET_TEST_LABEL_ACC,TARGET_TEST_DOMAIN_LOSS,TOTAL_TIME_SECS
name:cnnOnly-Dummy-nllLoss_tipoff:yes_seed:5133_srcDistance:[14]_targetDistance:[14]_learningRate:0.0001_batchSize:256_epochs:1000_patience:10_examplesPerDevice:200000_windowStride:50_windowLength:256_runs:[1]_serials:ALL,[14],[14],0.0001,0,256,1000,10,0.2862964925161392,0.8864333333333333,15.0,0.28629649251613887,0.8864333333333333,15.0,79847.16011595726
