NAME,SOURCE_DISTANCE,TARGET_DISTANCE,LEARNING_RATE,ALPHA,BATCH,EPOCHS,PATIENCE,SOURCE_TEST_LABEL_LOSS,SOURCE_TEST_LABEL_ACC,SOURCE_TEST_DOMAIN_LOSS,TARGET_TEST_LABEL_LOSS,TARGET_TEST_LABEL_ACC,TARGET_TEST_DOMAIN_LOSS,TOTAL_TIME_SECS
name:cnnOnly-Dummy-nllLoss_tipoff:yes_seed:25792_srcDistance:[14]_targetDistance:[14]_learningRate:0.0001_batchSize:256_epochs:100_patience:10_examplesPerDevice:200000_windowStride:50_windowLength:256_runs:[1]_serials:ALL,[14],[14],0.0001,0,256,100,10,0.8064517014854223,0.6942583333333333,15.0,0.806451701485423,0.6942583333333333,15.0,13905.211876630783
