epoch,source_val_label_loss,source_val_domain_loss,target_val_label_loss,target_val_domain_loss,source_train_label_loss,source_train_domain_loss,source_val_label_accuracy,target_val_label_accuracy
0,2.182309765216221,15.0,2.182309765216221,15.0,2.6635998604085693,15.001714481655046,0.25691041666666664,0.25691041666666664
1,1.6317500920133061,15.0,1.6317500920133061,15.0,1.7650283060260488,15.001714481655046,0.3804708333333333,0.3804708333333333
2,1.5589492928993987,15.0,1.5589492928993975,15.0,1.592091597493217,15.001714481655046,0.38885416666666667,0.38885416666666667
3,1.5223140965306992,15.0,1.5223140965306963,15.0,1.5397812063608252,15.001714481655046,0.39071041666666667,0.39071041666666667
4,1.4962186973501106,15.0,1.4962186973501097,15.0,1.509979431967323,15.001714481655046,0.39989583333333334,0.39989583333333334
5,1.477102011841046,15.0,1.477102011841048,15.0,1.4889527051224491,15.001714481655046,0.40872916666666664,0.40872916666666664
6,1.46294580428483,15.0,1.462945804284826,15.0,1.4737518042005289,15.001714481655046,0.4118895833333333,0.4118895833333333
7,1.440071331061176,15.0,1.4400713310611781,15.0,1.4579503114501398,15.001714481655046,0.4253895833333333,0.4253895833333333
8,1.4342931589604773,15.0,1.4342931589604766,15.0,1.441570391821919,15.001714481655046,0.4172354166666667,0.4172354166666667
9,1.4185312847066103,15.0,1.4185312847066134,15.0,1.4266331264647778,15.001714481655046,0.42335416666666664,0.42335416666666664
10,1.3997001394678212,15.0,1.3997001394678212,15.0,1.4123936147055867,15.001714481655046,0.43705,0.43705
11,1.391902179614011,15.0,1.3919021796140099,15.0,1.4004633065986827,15.001714481655046,0.436525,0.436525
12,1.4018348487157288,15.0,1.4018348487157304,15.0,1.3894786913571573,15.001714481655046,0.44060625,0.44060625
13,1.3670155703395306,15.0,1.3670155703395304,15.0,1.3807734913692447,15.001714481655046,0.44640833333333335,0.44640833333333335
14,1.3892731196383632,15.0,1.3892731196383639,15.0,1.3728978539053411,15.001714481655046,0.43945,0.43945
