epoch,source_val_label_loss,source_val_domain_loss,target_val_label_loss,target_val_domain_loss,source_train_label_loss,source_train_domain_loss,source_val_label_accuracy,target_val_label_accuracy
0,2.4462015312203955,3.204274170063641,2.7747159460571686,7.979545304087209,2.587302081599081,5.07537519311199,0.02729375,0.0
1,1.72128182198364,0.2681024890810341,9.328086550904809,4.508269941643304,1.8891759291632522,0.3081357240939812,0.07675,0.0
2,1.6506454581170917,0.5162124746532117,14.661910907619278,2.4564447784992676,1.6568633136506623,0.4632393689334469,0.04788125,0.0
3,1.5671100069190516,0.530372109465952,15.511589137130374,2.071733415400088,1.6174465291169708,0.6157542308248165,0.026925,0.0
4,1.3878248438510252,0.479999353250883,36.10907282602432,2.3721122538276673,1.44128308162033,0.533581974974993,0.03275,0.0
5,1.2777800790578417,0.5067691063681036,32.3188138777589,2.403179223380952,1.3344081812443542,0.5159512656742973,0.02131875,0.0
6,1.2941566474478543,0.5366360214959739,33.58875459627121,2.160879981787198,1.3053945604866302,0.5117104418932527,0.0499375,0.0
7,1.3122790342996138,0.481735025149854,33.55404878309452,2.1010008216521237,1.2873460792486933,0.4943746018298796,0.0477875,0.0
8,1.245507782478145,0.45512822642386447,31.912039108151784,2.0390360112420174,1.2725640780532874,0.4829291109671779,0.05114375,0.0
9,1.2300908188414341,0.45301867128162193,30.127377986808185,2.0888240185569376,1.2601400204870685,0.47426953969457314,0.05169375,0.0
10,1.3287814094163553,0.4754070850321821,31.355251631123433,2.067005847816412,1.2444140976578375,0.4714897958586543,0.0452375,0.0
11,1.1933075076322084,0.49319630122212477,31.15732143450906,2.0001466987475696,1.2297317639973442,0.46517159585496254,0.0478,0.0
