epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.08151374757289886,2.7087488174438477,0.10091249644756317,2.6609034538269043
1,0.10003218799829483,2.6182029247283936,0.11317499727010727,2.5718727111816406
2,0.11081250011920929,2.582458734512329,0.11656250059604645,2.556779384613037
3,0.11537156254053116,2.568514823913574,0.10039374977350235,2.6050221920013428
4,0.118154376745224,2.560110092163086,0.11134999990463257,2.567046880722046
5,0.12018312513828278,2.5535941123962402,0.12173125147819519,2.5349667072296143
6,0.12188281118869781,2.5491561889648438,0.11164374649524689,2.562635898590088
7,0.1231728121638298,2.544950246810913,0.1106875017285347,2.565730571746826
8,0.12437562644481659,2.5411815643310547,0.113731250166893,2.5517525672912598
9,0.12526312470436096,2.5386998653411865,0.10192500054836273,2.6092684268951416
10,0.12600405514240265,2.5364296436309814,0.11956249922513962,2.5353918075561523
11,0.12686187028884888,2.5336596965789795,0.10403750091791153,2.5950167179107666
12,0.1276853084564209,2.5318210124969482,0.10912500321865082,2.5675435066223145
13,0.1279565691947937,2.530439615249634,0.10446249693632126,2.5895304679870605
14,0.1286553144454956,2.5285964012145996,0.10975000262260437,2.5687143802642822
15,0.12912186980247498,2.527151346206665,0.0994812473654747,2.6395697593688965
