epoch,source_val_label_loss,source_val_domain_loss,target_val_label_loss,target_val_domain_loss,source_train_label_loss,source_train_domain_loss,source_val_label_accuracy,target_val_label_accuracy
0,2.00066602450544,0.05156697703543709,2.861172023672713,2.0,2.354100025073914,0.37593878263811925,0.0219,0.0
1,1.6851491159156602,0.01858184201824572,8.779270189967004,2.0,1.744337496174349,0.024766419946674854,0.070725,0.0
2,1.6438690917341234,0.011601942568603814,9.76846857144995,2.0,1.6721652345914257,0.024203943338435684,0.054025,0.0
3,1.6249096798176283,0.010213995820199393,10.585673342720304,2.0,1.645682471273644,0.02451765813920239,0.0173625,0.0
4,1.474293023053061,0.020286886042443022,11.45679131065069,2.0,1.6061908079754352,0.06887728619520553,0.06030625,0.0
5,1.3579540342066503,0.022546027545613835,13.025782237889747,2.0,1.4153297130375255,0.02471886508597471,0.028875,0.0
6,1.3356586747025794,0.018181971833363057,14.301863404896448,2.0,1.3469511623282597,0.023505560226445982,0.0313125,0.0
7,1.2675372462290015,0.0215989636334276,14.804420164786379,2.0,1.3172385646222604,0.02362243609808732,0.03509375,0.0
8,1.2730071072727558,0.023252710392820935,14.937425898936624,2.0,1.2947727760663574,0.02286466149700025,0.05099375,0.0
9,1.2391270148247309,0.014520789854975763,15.770781562880567,2.0,1.2683052105207715,0.023006513005832674,0.04708125,0.0
10,1.2883115224368655,0.03777776080709866,16.215923928787557,2.0,1.2435062629406373,0.022777919698530952,0.04348125,0.0
11,1.1825026470318611,0.02153492552999916,16.809488124185172,2.0,1.2158218213812593,0.022925398575228805,0.04559375,0.0
