NAME,SOURCE_DISTANCE,TARGET_DISTANCE,LEARNING_RATE,ALPHA,BATCH,EPOCHS,PATIENCE,SOURCE_TEST_LABEL_LOSS,SOURCE_TEST_LABEL_ACC,SOURCE_TEST_DOMAIN_LOSS,TARGET_TEST_LABEL_LOSS,TARGET_TEST_LABEL_ACC,TARGET_TEST_DOMAIN_LOSS,TOTAL_TIME_SECS
dann.cida.yolo_tipoff-yes_seed-8646_src.distance-2.8.14.20.26_targetDistance-32_alpha-0.001_learningRate-0.0001_batch-64_epochs-15_numAdditionalExtractorLayers-1,2.8.14.20.26,32,0.0001,0.001,64,15,10,2.4462015312203955,0.02729375,3.204274170063641,2.7747159460571686,0.0,7.979545304087209,4127.926677465439
