epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.06244781240820885,2.777630567550659,0.0625,2.7725911140441895
1,0.06242843717336655,2.77302622795105,0.06260000169277191,2.772594928741455
2,0.062251873314380646,2.773043632507324,0.0625,2.772596597671509
3,0.06251999735832214,2.7730612754821777,0.0625,2.7725939750671387
4,0.06231062486767769,2.7730824947357178,0.0625,2.7725956439971924
5,0.062399063259363174,2.7730584144592285,0.0625,2.772595167160034
6,0.06246031075716019,2.7730817794799805,0.0625,2.772597074508667
7,0.062398750334978104,2.773068428039551,0.0625,2.7725939750671387
8,0.062309686094522476,2.7730796337127686,0.0625,2.7725958824157715
9,0.06243312358856201,2.7730610370635986,0.0625,2.772595167160034
10,0.06250718981027603,2.7730863094329834,0.0625,2.7725939750671387
