NAME,SOURCE_DISTANCE,TARGET_DISTANCE,LEARNING_RATE,ALPHA,BATCH,EPOCHS,PATIENCE,SOURCE_TEST_LABEL_LOSS,SOURCE_TEST_LABEL_ACC,SOURCE_TEST_DOMAIN_LOSS,TARGET_TEST_LABEL_LOSS,TARGET_TEST_LABEL_ACC,TARGET_TEST_DOMAIN_LOSS,TOTAL_TIME_SECS
dann.cida.yolo_tipoff-no_seed-8646_src.distance-2.8.14.20.26_targetDistance-32_alpha-0.001_learningRate-0.0001_batch-64_epochs-15_numAdditionalExtractorLayers-1,2.8.14.20.26,32,0.0001,0.001,64,15,10,2.5230538627818855,0.17506875,4.533685948410016,2.7727613011322028,0.0,13.614112414202092,4489.582438707352
