NAME,SOURCE_DISTANCE,TARGET_DISTANCE,LEARNING_RATE,ALPHA,BATCH,EPOCHS,PATIENCE,SOURCE_TEST_LABEL_LOSS,SOURCE_TEST_LABEL_ACC,SOURCE_TEST_DOMAIN_LOSS,TARGET_TEST_LABEL_LOSS,TARGET_TEST_LABEL_ACC,TARGET_TEST_DOMAIN_LOSS,TOTAL_TIME_SECS
name:sanityCheck-AlphaDisabled_tipoff:yes_seed:8646_srcDistance:[14]_targetDistance:[14]_learningRate:0.0001_batchSize:256_epochs:25_patience:10_examplesPerDevice:200000_windowStride:1_windowLength:256_runs:[1,2]_serials:ALL,[14],[14],0.0001,0,256,25,10,0.9050917665880914,0.65659375,0.053223588489919656,0.9050917665880914,0.65659375,0.053223588489919614,4799.9490032196045
