epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.09718593955039978,2.641709327697754,0.14816874265670776,2.518190383911133
1,0.13595686852931976,2.5264344215393066,0.17877499759197235,2.445830821990967
2,0.15083561837673187,2.478226661682129,0.183143749833107,2.404310464859009
3,0.15830719470977783,2.451608896255493,0.1849062442779541,2.380917549133301
4,0.16232655942440033,2.433885097503662,0.18584999442100525,2.3671109676361084
5,0.16511061787605286,2.419126510620117,0.18301250040531158,2.362499475479126
6,0.16772781312465668,2.406109571456909,0.1898687481880188,2.3375773429870605
7,0.16965219378471375,2.3952503204345703,0.18359375,2.3382673263549805
8,0.1716790646314621,2.3859212398529053,0.18462499976158142,2.3244001865386963
9,0.17361344397068024,2.3773703575134277,0.1910874992609024,2.2984225749969482
10,0.17505687475204468,2.369722604751587,0.19380000233650208,2.2989249229431152
11,0.1763993799686432,2.3636105060577393,0.18952499330043793,2.2950682640075684
12,0.17773249745368958,2.3579723834991455,0.19811250269412994,2.2764365673065186
13,0.17925624549388885,2.3532400131225586,0.1969749927520752,2.274177074432373
14,0.18081343173980713,2.3484766483306885,0.198318749666214,2.264941930770874
15,0.1826806217432022,2.343325614929199,0.21663124859333038,2.2548668384552
16,0.1838371902704239,2.3392274379730225,0.20151250064373016,2.2708706855773926
17,0.18538905680179596,2.335165500640869,0.21643124520778656,2.2446489334106445
18,0.18751125037670135,2.330718517303467,0.21666249632835388,2.236804485321045
19,0.18971718847751617,2.3262939453125,0.21946874260902405,2.2339048385620117
20,0.19375281035900116,2.3207039833068848,0.22567500174045563,2.224555730819702
21,0.19710655510425568,2.3134751319885254,0.23103125393390656,2.2085320949554443
22,0.1984412521123886,2.3036816120147705,0.22171249985694885,2.1960971355438232
23,0.19967125356197357,2.288256883621216,0.22596874833106995,2.177593231201172
24,0.20177938044071198,2.272432327270508,0.23783749341964722,2.132641553878784
25,0.20360063016414642,2.2606844902038574,0.23906250298023224,2.11904239654541
26,0.2052537500858307,2.2511544227600098,0.24293750524520874,2.1150929927825928
27,0.20682093501091003,2.2442030906677246,0.24736875295639038,2.1033425331115723
28,0.20836906135082245,2.238060474395752,0.24348124861717224,2.104170322418213
29,0.2087818682193756,2.2331418991088867,0.25357499718666077,2.089094400405884
30,0.20941437780857086,2.2268035411834717,0.26073750853538513,2.072482109069824
31,0.2116115689277649,2.215716600418091,0.2623249888420105,2.0558316707611084
32,0.2138446867465973,2.205155372619629,0.26891249418258667,2.0662221908569336
33,0.21693000197410583,2.1959691047668457,0.2716062366962433,2.030142068862915
34,0.22019250690937042,2.187732458114624,0.2754499912261963,2.0244336128234863
35,0.2212028056383133,2.1817779541015625,0.2799000144004822,2.011760711669922
36,0.22277218103408813,2.1755127906799316,0.2759625017642975,2.004674196243286
37,0.22415375709533691,2.169337272644043,0.2737562358379364,2.003007173538208
38,0.2255459427833557,2.1641345024108887,0.28299376368522644,1.9843107461929321
39,0.22655312716960907,2.1573989391326904,0.2824625074863434,1.9837567806243896
40,0.2279762476682663,2.151315927505493,0.29449376463890076,1.9646183252334595
41,0.2292487472295761,2.1447696685791016,0.29157501459121704,1.948583960533142
42,0.23105968534946442,2.139760971069336,0.295199990272522,1.9552139043807983
43,0.23155218362808228,2.1346611976623535,0.30428749322891235,1.936671495437622
44,0.23204593360424042,2.1301369667053223,0.31279999017715454,1.9321765899658203
45,0.23309093713760376,2.126404285430908,0.3117062449455261,1.920262098312378
46,0.23466187715530396,2.1216115951538086,0.3221000134944916,1.9353256225585938
47,0.23715749382972717,2.117410898208618,0.3172124922275543,1.9068089723587036
48,0.23929749429225922,2.112419366836548,0.3207687437534332,1.9093495607376099
49,0.24119718372821808,2.108124256134033,0.31732499599456787,1.9120197296142578
50,0.2431318759918213,2.10379958152771,0.3236062526702881,1.8950544595718384
51,0.24451844394207,2.099459171295166,0.3251124918460846,1.8787775039672852
52,0.24550344049930573,2.0954322814941406,0.33111250400543213,1.8754658699035645
53,0.24640406668186188,2.08984375,0.33114999532699585,1.8641890287399292
54,0.24879656732082367,2.0860021114349365,0.34101250767707825,1.8594162464141846
55,0.24991469085216522,2.0811927318573,0.34335625171661377,1.851624846458435
56,0.2514718770980835,2.076571226119995,0.3364562392234802,1.855715036392212
57,0.25229406356811523,2.0727696418762207,0.34898748993873596,1.8406602144241333
58,0.25307124853134155,2.068115711212158,0.33941251039505005,1.8364392518997192
59,0.25483593344688416,2.0631203651428223,0.3442312479019165,1.8296555280685425
60,0.2554328143596649,2.0606627464294434,0.3429875075817108,1.8226407766342163
61,0.2573096752166748,2.0554959774017334,0.33835625648498535,1.8352739810943604
62,0.25875282287597656,2.051016330718994,0.34706249833106995,1.818061113357544
63,0.25981467962265015,2.047710657119751,0.3463749885559082,1.8092365264892578
64,0.26091405749320984,2.0438108444213867,0.35026249289512634,1.8068275451660156
65,0.2620643675327301,2.0403926372528076,0.35523751378059387,1.8015062808990479
66,0.2633618712425232,2.0369694232940674,0.3542812466621399,1.7983304262161255
67,0.2642856240272522,2.0327820777893066,0.34139373898506165,1.8103525638580322
68,0.26600217819213867,2.028174638748169,0.36026251316070557,1.7846438884735107
69,0.26772499084472656,2.0245330333709717,0.36275625228881836,1.780041217803955
70,0.26926031708717346,2.01969838142395,0.3567124903202057,1.7694164514541626
71,0.27019500732421875,2.0148730278015137,0.361112505197525,1.7792623043060303
72,0.27161905169487,2.009437084197998,0.36239373683929443,1.7538169622421265
73,0.27318719029426575,2.003312110900879,0.3689187467098236,1.7466857433319092
74,0.2752602994441986,1.9972165822982788,0.36563125252723694,1.7685320377349854
75,0.27699562907218933,1.99163818359375,0.37188124656677246,1.7420812845230103
76,0.27837124466896057,1.9857492446899414,0.3828812539577484,1.7235826253890991
77,0.2800149917602539,1.9809685945510864,0.37613123655319214,1.7311885356903076
78,0.2810681164264679,1.9764461517333984,0.3775312602519989,1.7235682010650635
79,0.2817346751689911,1.9726084470748901,0.389662504196167,1.7087785005569458
80,0.2826918661594391,1.9685444831848145,0.38683125376701355,1.698974847793579
81,0.2836456298828125,1.9656271934509277,0.388581246137619,1.7088992595672607
82,0.2848171889781952,1.9615259170532227,0.3776625096797943,1.712661862373352
83,0.28527501225471497,1.959121823310852,0.39231249690055847,1.6994017362594604
84,0.2864965498447418,1.9549297094345093,0.38818123936653137,1.682559609413147
85,0.2876318693161011,1.9514843225479126,0.38999998569488525,1.6759779453277588
86,0.289053738117218,1.9472845792770386,0.3955187499523163,1.6715492010116577
87,0.2902778089046478,1.943766713142395,0.39435625076293945,1.6602380275726318
88,0.2915615737438202,1.9399701356887817,0.39807501435279846,1.651902675628662
89,0.2922881245613098,1.9378530979156494,0.3979187607765198,1.6511337757110596
90,0.29402875900268555,1.9323221445083618,0.4015812575817108,1.6438220739364624
91,0.29616373777389526,1.9277918338775635,0.41577500104904175,1.638491153717041
92,0.29728999733924866,1.9234097003936768,0.4191437363624573,1.6311413049697876
93,0.2984112501144409,1.919877052307129,0.40963125228881836,1.6531015634536743
94,0.29940876364707947,1.9162009954452515,0.417006254196167,1.6347395181655884
95,0.30070438981056213,1.9122475385665894,0.42636874318122864,1.6410034894943237
96,0.3016553223133087,1.9096803665161133,0.42022499442100525,1.6251497268676758
97,0.3030593693256378,1.9057929515838623,0.42820000648498535,1.6084024906158447
98,0.30400750041007996,1.9019888639450073,0.41859376430511475,1.6266306638717651
99,0.30500873923301697,1.8969709873199463,0.43482500314712524,1.5901732444763184
100,0.3063540756702423,1.8925120830535889,0.4152750074863434,1.6089661121368408
101,0.30795469880104065,1.8887041807174683,0.43837499618530273,1.5737935304641724
102,0.3102884292602539,1.8835314512252808,0.44196873903274536,1.5708554983139038
103,0.3122618794441223,1.878895878791809,0.4482625126838684,1.5670157670974731
104,0.31395313143730164,1.8748928308486938,0.4499500095844269,1.5812158584594727
105,0.3146090507507324,1.8716535568237305,0.4440062642097473,1.558462142944336
106,0.3163740634918213,1.866031289100647,0.44475001096725464,1.5522971153259277
107,0.3174881339073181,1.8628284931182861,0.44958123564720154,1.5585356950759888
108,0.31831094622612,1.859594702720642,0.4373687505722046,1.5521098375320435
109,0.31947094202041626,1.8563382625579834,0.4405499994754791,1.5543221235275269
110,0.31995686888694763,1.854216456413269,0.4421375095844269,1.5424895286560059
111,0.321289986371994,1.8504325151443481,0.45769375562667847,1.5262258052825928
112,0.3218575119972229,1.8482425212860107,0.43299999833106995,1.548967719078064
113,0.3230228126049042,1.8457270860671997,0.45484375953674316,1.524416446685791
114,0.3233852982521057,1.8435407876968384,0.45010626316070557,1.5304654836654663
115,0.3243315517902374,1.8411877155303955,0.45941874384880066,1.5126782655715942
116,0.32470500469207764,1.8395289182662964,0.46242499351501465,1.520464539527893
117,0.3258703052997589,1.8367727994918823,0.46054375171661377,1.5150967836380005
118,0.32637250423431396,1.835024118423462,0.46129998564720154,1.5122021436691284
119,0.32680219411849976,1.8329826593399048,0.470918744802475,1.5043096542358398
120,0.3278168737888336,1.8307796716690063,0.4609124958515167,1.5340280532836914
121,0.3276931345462799,1.8294857740402222,0.46761250495910645,1.5051395893096924
122,0.32873594760894775,1.827195644378662,0.47424376010894775,1.499363899230957
123,0.32956093549728394,1.8240398168563843,0.4700687527656555,1.4986566305160522
124,0.33036282658576965,1.8233740329742432,0.4612937569618225,1.51603102684021
125,0.3306206166744232,1.8212623596191406,0.4741062521934509,1.4940526485443115
126,0.3307987451553345,1.8196121454238892,0.46873751282691956,1.4993538856506348
127,0.3314268887042999,1.8178905248641968,0.4751124978065491,1.4970859289169312
128,0.3321140706539154,1.8159148693084717,0.47804999351501465,1.4876978397369385
129,0.3325650095939636,1.8145153522491455,0.47501251101493835,1.490746259689331
130,0.332917183637619,1.8131023645401,0.4698750078678131,1.4945698976516724
131,0.33352187275886536,1.8110164403915405,0.48106876015663147,1.4761962890625
132,0.3339734375476837,1.8095312118530273,0.4597187638282776,1.50227952003479
133,0.3345603048801422,1.8077163696289062,0.4810374975204468,1.4792606830596924
134,0.3350878059864044,1.8065577745437622,0.47881874442100525,1.4841301441192627
135,0.3352331221103668,1.8056727647781372,0.48259374499320984,1.468646764755249
136,0.33618029952049255,1.8026973009109497,0.48058125376701355,1.475385308265686
137,0.3361506164073944,1.8013956546783447,0.469837486743927,1.4826076030731201
138,0.33756500482559204,1.7999465465545654,0.4756937623023987,1.4815661907196045
139,0.3372090756893158,1.7980823516845703,0.46469375491142273,1.4907817840576172
140,0.3380609452724457,1.7964662313461304,0.4827750027179718,1.466976523399353
141,0.3381703197956085,1.7949066162109375,0.4793750047683716,1.4647446870803833
142,0.3384709358215332,1.7933918237686157,0.4664750099182129,1.4873298406600952
143,0.3390878140926361,1.7921099662780762,0.48068124055862427,1.4616304636001587
144,0.33950281143188477,1.79051673412323,0.47315624356269836,1.4776850938796997
145,0.339824378490448,1.7893741130828857,0.47897499799728394,1.460766077041626
146,0.3404131233692169,1.787537932395935,0.47920000553131104,1.465367078781128
147,0.3408728241920471,1.7862906455993652,0.48506873846054077,1.4600378274917603
148,0.3408987522125244,1.7865239381790161,0.4808124899864197,1.4639326333999634
149,0.34104499220848083,1.7855156660079956,0.4866812527179718,1.4548144340515137
150,0.3417656123638153,1.7831106185913086,0.4731437563896179,1.4683607816696167
151,0.3424481153488159,1.7824070453643799,0.47407498955726624,1.4702420234680176
152,0.34245654940605164,1.7816499471664429,0.48550623655319214,1.4541774988174438
153,0.34283000230789185,1.7805107831954956,0.4854874908924103,1.4501848220825195
154,0.342805951833725,1.7792876958847046,0.47955000400543213,1.4538322687149048
155,0.34384843707084656,1.7778661251068115,0.4804437458515167,1.4605389833450317
156,0.3439662456512451,1.7772023677825928,0.49056875705718994,1.4495210647583008
157,0.34463250637054443,1.7757381200790405,0.48352500796318054,1.4418971538543701
158,0.34501999616622925,1.7758442163467407,0.47903749346733093,1.4630857706069946
159,0.3452431261539459,1.7743858098983765,0.4812687635421753,1.4518280029296875
160,0.34543031454086304,1.774156928062439,0.48295626044273376,1.4475631713867188
161,0.3460487425327301,1.772931456565857,0.4880250096321106,1.4428534507751465
162,0.3463084399700165,1.7715423107147217,0.48698124289512634,1.4404250383377075
163,0.3465765714645386,1.7710137367248535,0.48970624804496765,1.4425855875015259
164,0.3466399908065796,1.770061731338501,0.4852687418460846,1.4481608867645264
165,0.3468218743801117,1.7697027921676636,0.4822937548160553,1.4471176862716675
166,0.34747281670570374,1.7683303356170654,0.48833125829696655,1.440625548362732
167,0.3472096920013428,1.7685692310333252,0.48704999685287476,1.4377968311309814
168,0.34768998622894287,1.7674061059951782,0.48218750953674316,1.4499046802520752
169,0.3480662405490875,1.7671717405319214,0.48335000872612,1.448601484298706
170,0.3487381339073181,1.764957070350647,0.4804374873638153,1.4469951391220093
171,0.348867803812027,1.7644448280334473,0.4672812521457672,1.462937355041504
172,0.34919843077659607,1.763854742050171,0.4860999882221222,1.4395058155059814
173,0.34902873635292053,1.763970136642456,0.4873124957084656,1.4410430192947388
174,0.3497018814086914,1.7624081373214722,0.48212501406669617,1.439606785774231
175,0.35034438967704773,1.7615725994110107,0.48148125410079956,1.4476003646850586
176,0.35030999779701233,1.7606819868087769,0.4945187568664551,1.4298571348190308
177,0.35015249252319336,1.7610479593276978,0.4936312437057495,1.429948091506958
178,0.35103780031204224,1.7585020065307617,0.48394376039505005,1.4506767988204956
179,0.3507315516471863,1.7589995861053467,0.4914437532424927,1.4306449890136719
180,0.35127562284469604,1.7582881450653076,0.48714375495910645,1.4312524795532227
181,0.35123562812805176,1.7577221393585205,0.4928187429904938,1.4284790754318237
182,0.3519762456417084,1.7569425106048584,0.4913562536239624,1.4364601373672485
183,0.3523021936416626,1.7559001445770264,0.4830562472343445,1.445759892463684
184,0.35236749053001404,1.7549583911895752,0.4901374876499176,1.4310426712036133
185,0.35247373580932617,1.7551956176757812,0.49419376254081726,1.421722412109375
186,0.35259345173835754,1.7548754215240479,0.4948999881744385,1.4239369630813599
187,0.3528256118297577,1.7524811029434204,0.47261250019073486,1.459363341331482
188,0.3529268801212311,1.7528259754180908,0.501075029373169,1.4121363162994385
189,0.35304343700408936,1.7526675462722778,0.49335625767707825,1.4246115684509277
190,0.35349905490875244,1.7518396377563477,0.4855562448501587,1.4434022903442383
191,0.35369279980659485,1.7510409355163574,0.48740625381469727,1.4250710010528564
192,0.3540531396865845,1.7505369186401367,0.49556875228881836,1.417018175125122
193,0.3544137477874756,1.7493126392364502,0.4963499903678894,1.4173146486282349
194,0.35416656732559204,1.7502055168151855,0.49092501401901245,1.4141250848770142
195,0.35497844219207764,1.7481344938278198,0.4884187579154968,1.421051263809204
196,0.35501188039779663,1.7472712993621826,0.4938562512397766,1.4198400974273682
197,0.35502344369888306,1.7468818426132202,0.49105626344680786,1.4159965515136719
198,0.35519686341285706,1.746531367301941,0.48896875977516174,1.4207637310028076
