epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.06250999867916107,2.780085325241089,0.0625,2.772590398788452
1,0.06234968826174736,2.7727622985839844,0.0625,2.7725934982299805
2,0.06234593689441681,2.7727713584899902,0.0625,2.7725937366485596
3,0.06248781085014343,2.7727816104888916,0.0625,2.772592306137085
4,0.06244250014424324,2.772740602493286,0.0625,2.7725918292999268
5,0.06248156353831291,2.7727766036987305,0.0625,2.7725954055786133
6,0.06238218769431114,2.7727816104888916,0.0625,2.7725930213928223
7,0.062389686703681946,2.7727911472320557,0.0625,2.772589921951294
8,0.06236499920487404,2.772791624069214,0.0625,2.772592306137085
9,0.06234249845147133,2.772794008255005,0.0625,2.772594451904297
10,0.06236906349658966,2.7728097438812256,0.0625,2.772592306137085
11,0.062277499586343765,2.7728006839752197,0.0625,2.7725915908813477
12,0.062232501804828644,2.7727928161621094,0.0625,2.7725942134857178
13,0.06232937425374985,2.7727980613708496,0.0625,2.772592782974243
14,0.06245281174778938,2.7727789878845215,0.0625,2.7725937366485596
15,0.06232406198978424,2.7728142738342285,0.0625,2.772592544555664
16,0.062396563589572906,2.7727925777435303,0.0625,2.772592306137085
17,0.06228562444448471,2.7728447914123535,0.0625,2.772592782974243
